record_id,station_id,station_name,measured_at,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_direction,pm10_ugm3,pm25_ugm3,rainfall_mm,battery_pct,status
47177,ST-09,보령관측소,2025-08-03 04:00:00,22.4,64.6,1010.2,1.07,NW,26.5,13.5,0.0,,점검
47178,ST-12,아산관측소,2025-07-20 21:30:00,24.4,52.3,1007.3,1.19,N,16.8,10.4,0.0,83.9,OK
47179,ST-01,대덕관측소,2025/10/21 06:30,10.7,56.8,1013.2,1.14,SE,30.4,21.4,0.0,42.6,정상
47180,ST-06,천안관측소,27-Nov-2025 00:30:00,0.5,79.4,1027.1,2.59,SW,21.3,7.2,0.0,24.2,점검중
47181,ST-06,천안관측소,2025-02-27 21:30:00,2.6,70.6,1026.0,2.75,S,32.4,,0.0,72.6,MAINT
47182,ST-03,신탄진관측소,2025-03-09 06:30:00,3.7,75.5,1015.1,2.65,SW,30.0,16.4,0.0,69.2,정상
47183,ST-09,보령관측소,2025-07-06 19:30:00,25.7,55.5,1010.1,2.27,SE,22.3,15.0,0.0,90.7,정상
47184,ST-08,논산관측소,2025-12-08 05:00:00,1.9,88.8,1012.6,6.04,W,13.8,4.1,0.0,96.4,정상
47185,ST-06,천안관측소,2025-03-19 22:00:00,9.0,80.0,1008.0,1.04,N,27.8,14.7,1.1,64.9,normal
47186,ST-05,청주관측소,2025-03-18 15:00:00,7.0,73.8,1010.7,0.79,NW,18.2,12.4,2.4,63.1,정상
47187,ST-05,청주관측소,22-Aug-2025 09:30:00,21.9,59.6,1017.5,5.23,W,64.3,31.8,0.0,70.4,점검중
47188,ST-04,세종관측소,2025-01-14 02:30:00,-4.6,90.8,1017.4,0.99,S,20.5,15.1,1.7,95.3,정상
47189,ST-09,보령관측소,2025-11-19 13:30:00,9.8,68.2,1016.0,0.37,S,20.8,20.2,0.0,27.5,점검
47190,ST-02,유성관측소,2025-11-30 18:00:00,4.0,71.7,1003.3,1.42,SW,7.0,0.5,0.0,99.7,normal
47191,ST-03,신탄진관측소,2025-09-04 18:00:00,22.3,64.4,1021.3,1.47,E,,23.9,0.0,63.3,오류
47192,ST-01,대덕관측소,2025-12-06 02:00:00,1.2,88.2,1011.0,2.56,NW,16.7,8.6,0.0,97.0,정상
47193,ST-02,유성관측소,2025-01-16 06:00:00,-2.1,86.9,1025.9,1.89,동,44.2,31.0,0.0,91.6,ERROR
47194,ST-09,보령관측소,2025-08-30 22:00:00,22.1,70.9,1010.3,1.86,NE,18.4,15.1,0.0,65.5,정상
47195,ST-04,세종관측소,2025/10/20 05:30,7.9,81.7,1013.6,0.31,SW,23.6,9.3,0.0,41.7,정상
47196,ST-11,당진관측소,2025-05-12 14:30:00,17.2,51.0,1003.6,4.29,S,23.0,15.7,0.0,39.1,정상
47197,ST-11,당진관측소,2025-06-25 06:00:00,17.3,46.2,999.5,5.78,S,18.4,8.6,0.0,96.6,정상
47198,ST-01,대덕관측소,2025-01-25 16:00:00,7.2,79.3,1021.0,1.33,NW,54.0,34.6,0.0,88.0,정상
47199,ST-12,아산관측소,2025-04-20 15:00:00,22.1,56.8,1012.1,-999.0,W,80.9,51.6,0.0,49.8,오류
47200,ST-11,당진관측소,2025/03/25 16:00,10.5,72.8,1016.3,2.1,NW,42.9,32.4,0.0,62.2,정상
47201,ST-04,세종관측소,2025/12/06 08:30,1.7,71.5,1015.0,0.3,동,15.8,10.9,0.0,97.0,정상
47202,ST-09,보령관측소,2025-02-15 11:30:00,,79.4,1006.1,4.99,NW,21.9,7.6,0.0,80.3,ERROR
47203,ST-04,세종관측소,2025/11/11 11:30,,61.2,1001.5,4.13,SE,21.2,12.8,0.0,31.8,점검
47204,ST-10,서산관측소,21-Aug-2025 22:30:00,17.6,59.5,1022.8,0.88,N,32.3,18.8,0.0,69.3,정상
47205,ST-10,서산관측소,2025-02-10 11:30:00,6.4,72.8,1019.1,1.79,S,24.6,15.3,0.0,81.1,MAINT
47206,ST-03,신탄진관측소,2025-09-07 05:30:00,18.8,136.4,1009.0,1.71,E,57.9,,0.0,63.3,정상
47207,ST-11,당진관측소,2025-12-05 07:30:00,-0.8,69.1,1011.4,0.37,NE,8.1,3.9,0.0,97.5,오류
47208,ST-04,세종관측소,2025-02-22 14:30:00,9.5,82.0,1009.1,1.93,NE,26.6,17.5,0.0,77.0,ERROR
47209,ST-09,보령관측소,2025-05-29 01:00:00,15.8,73.6,1021.1,3.85,SW,22.4,14.5,0.0,30.9,MAINT
47210,ST-08,논산관측소,2025-02-23 14:30:00,9.3,79.0,1012.1,1.48,SW,15.2,10.3,0.0,75.8,오류
47211,ST-02,유성관측소,2025-03-12 21:00:00,4.9,78.1,1018.8,7.38,S,,12.1,0.0,67.1,정상
47212,ST-12,아산관측소,2025/06/13 09:00,23.4,67.7,1018.7,6.52,SE,50.7,26.2,0.0,24.4,OK
47213,ST-02,유성관측소,2025-08-31 04:30:00,14.2,78.6,1011.5,1.01,SE,45.3,29.5,0.0,66.0,OK
47214,ST-02,유성관측소,2025-06-01 05:00:00,18.6,64.4,1008.7,3.33,남서,32.0,16.4,0.0,32.3,정상
47215,ST-10,서산관측소,2025/09/12 14:00,24.4,57.8,1015.0,1.41,S,11.6,5.4,0.0,60.9,OK
47216,ST-08,논산관측소,2025/01/12 15:30,6.3,81.9,1026.5,2.73,SE,36.0,19.1,0.0,94.3,normal
47217,ST-10,서산관측소,2025-05-12 14:30:00,22.7,69.5,1015.3,6.54,E,27.5,12.5,0.0,39.8,정상
47218,ST-04,세종관측소,2025-06-13 19:30:00,,63.7,1017.9,1.67,SE,53.3,28.9,0.0,26.0,OK
47219,ST-08,논산관측소,2025-11-28 22:00:00,4.7,91.5,1016.7,3.09,NE,13.7,10.9,0.0,24.8,정상
47220,ST-07,공주관측소,2025-12-05 23:30:00,-1.9,69.6,1011.4,3.78,SW,27.4,20.7,2.2,97.3,OK
47221,ST-05,청주관측소,2025-11-29 22:00:00,0.7,82.5,1017.5,1.48,SW,18.4,11.6,0.0,25.0,정상
47222,ST-06,천안관측소,2025-06-16 13:30:00,30.3,70.4,1020.5,0.33,S,211.9,90.0,0.0,24.3,normal
47223,ST-05,청주관측소,2025-04-04 13:00:00,15.2,65.1,1014.6,3.93,동,14.9,2.7,0.0,57.1,오류
47224,ST-10,서산관측소,30-Mar-2025 10:30:00,8.3,67.8,1022.0,1.41,S,83.3,46.2,0.0,60.6,OK
47225,ST-04,세종관측소,2025-01-30 16:30:00,5.5,65.9,1004.6,2.54,E,12.5,0.5,0.0,86.3,정상
47226,ST-10,서산관측소,2025-04-08 23:30:00,7.0,72.8,1017.7,0.47,W,38.3,16.3,0.0,54.5,정상
47227,ST-06,천안관측소,2025-09-05 09:00:00,19.7,70.9,1009.3,3.29,E,14.0,1.3,0.0,63.8,정상
47228,ST-08,논산관측소,2025/05/12 23:00,13.6,58.4,1022.3,3.78,E,14.9,8.2,0.0,39.4,오류
47229,ST-10,서산관측소,2025/11/19 10:30,6.8,67.8,1021.0,5.18,N,13.0,5.3,0.0,28.6,OK
47230,ST-11,당진관측소,2025-01-21 04:30:00,-4.9,86.1,1020.6,5.67,SE,17.5,7.9,0.0,89.7,OK
47231,ST-06,천안관측소,2025-04-11 17:30:00,,74.8,1007.5,2.56,NE,29.1,19.0,0.0,55.0,정상
47232,ST-02,유성관측소,2025/04/11 03:30,4.0,75.3,1026.4,4.89,SE,21.8,10.5,0.1,54.7,오류
47233,ST-09,보령관측소,2025-11-30 03:00:00,0.3,62.3,1018.3,0.69,N,5.9,6.4,0.0,23.9,MAINT
47234,ST-02,유성관측소,2025/06/13 13:00,24.9,66.7,1007.2,1.85,남,36.0,19.3,0.0,25.2,정상
47235,ST-09,보령관측소,2025-02-06 11:00:00,4.8,122.0,1018.2,1.35,W,47.5,17.3,0.0,82.8,OK
47236,ST-12,아산관측소,2025-11-07 04:00:00,2.3,88.9,1012.7,0.72,W,14.4,12.0,0.0,35.1,ERROR
47237,ST-08,논산관측소,2025-07-06 19:00:00,26.6,58.8,1014.0,5.73,W,5.8,6.1,0.0,92.2,오류
47238,ST-05,청주관측소,2025-08-20 10:00:00,25.1,69.2,1007.9,5.7,NE,19.7,14.1,0.0,71.1,MAINT
47239,ST-05,청주관측소,2025-12-06 17:00:00,8.3,90.2,1005.1,2.28,북서,21.0,12.6,0.0,96.7,OK
47240,ST-05,청주관측소,2025-08-27 14:00:00,24.8,62.8,1005.6,0.61,SE,38.9,15.9,0.0,66.9,normal
47241,ST-12,아산관측소,2025/01/18 16:30,2.4,75.9,1005.6,2.37,N,17.7,7.9,0.0,92.7,NORMAL
47242,ST-06,천안관측소,2025/02/03 01:30,-5.0,82.8,1012.0,1.87,NE,21.7,16.2,0.0,84.3,점검
47243,ST-12,아산관측소,2025-11-27 20:30:00,1.8,82.1,1019.6,6.37,동,9.5,2.7,0.0,23.9,ERROR
47244,ST-11,당진관측소,2025-06-08 12:30:00,25.9,62.7,1010.5,0.43,S,54.3,33.3,0.0,28.4,정상
47245,ST-05,청주관측소,2025-12-12 15:30:00,6.4,80.1,1018.2,1.92,S,49.9,28.9,0.0,95.7,MAINT
47246,ST-01,대덕관측소,2025-11-17 06:30:00,,74.3,1016.9,1.0,북동,,6.8,0.0,29.1,OK
47247,ST-11,당진관측소,02-Jun-2025 00:30:00,14.8,,1012.6,1.77,NE,21.5,15.8,0.0,30.3,정상
47248,ST-05,청주관측소,2025-12-11 02:00:00,0.6,89.2,1022.6,3.38,N,22.3,9.4,0.0,94.7,정상
47249,ST-05,청주관측소,2025-10-04 17:00:00,16.2,47.4,1019.6,2.41,E,43.3,27.1,0.0,49.9,오류
47250,ST-11,당진관측소,2025-06-12 01:30:00,16.3,58.4,1019.7,3.49,NE,16.0,,0.0,26.6,OK
47251,ST-01,대덕관측소,2025-04-18 00:30:00,11.1,75.8,1015.9,1.3,S,44.0,29.8,0.0,49.9,정상
47252,ST-05,청주관측소,2025/11/18 00:30,1.3,99.0,1002.7,2.81,SW,9.0,4.8,0.0,29.5,정상
47253,ST-09,보령관측소,2025-08-17 18:00:00,26.1,59.0,1005.5,5.92,S,33.3,20.4,0.0,70.8,OK
47254,ST-10,서산관측소,2025-03-17 01:00:00,4.0,70.0,1004.4,4.75,NE,37.6,20.4,0.0,65.2,정상
47255,ST-10,서산관측소,2025-09-13 08:30:00,18.5,,1028.4,5.67,N,65.8,38.8,0.0,58.5,정상
47256,ST-07,공주관측소,2025/01/02 12:30,3.6,76.1,1021.8,0.13,E,25.1,,0.0,100.0,OK
47257,ST-12,아산관측소,2025-11-09 12:00:00,9.7,79.6,1014.3,4.21,NE,17.2,15.1,7.7,31.2,OK
47258,ST-09,보령관측소,28-Jul-2025 20:00:00,28.3,66.6,1020.1,3.19,E,22.2,15.9,0.0,79.4,정상
47259,ST-03,신탄진관측소,2025-07-20 12:00:00,30.4,114.0,1004.8,1.68,S,44.2,25.6,0.0,85.6,정상
47260,ST-08,논산관측소,2025-04-30 03:30:00,13.0,76.2,1019.7,-999.0,S,37.7,20.0,0.0,46.3,OK
47261,ST-11,당진관측소,2025-05-19 04:30:00,12.4,74.6,1014.9,0.84,SW,34.8,24.3,0.0,37.1,OK
47262,ST-09,보령관측소,2025-10-29 13:30:00,13.0,80.9,1011.1,2.16,NE,12.5,3.9,0.0,38.3,정상
47263,ST-08,논산관측소,2025-03-14 06:00:00,3.6,75.6,1014.5,1.67,NE,27.9,19.1,0.0,66.7,normal
47264,ST-08,논산관측소,2025-06-23 01:00:00,18.1,64.0,1001.1,1.51,NW,55.7,27.8,0.0,98.9,정상
47265,ST-04,세종관측소,27-Feb-2025 05:30:00,1.9,77.3,1016.1,1.84,W,32.4,13.1,0.0,73.6,정상
47266,ST-07,공주관측소,2025-02-22 14:00:00,7.3,74.6,1014.2,4.6,SE,10.5,5.9,0.0,76.6,ERROR
47267,ST-11,당진관측소,2025-05-21 04:30:00,12.6,66.7,1011.5,3.1,SW,53.1,,0.0,35.0,정상
47268,ST-12,아산관측소,2025-06-30 06:30:00,21.5,62.8,1019.5,0.95,SE,38.5,23.6,0.0,93.9,정상
47269,ST-02,유성관측소,2025-01-14 01:00:00,-7.3,72.5,1022.3,6.29,SE,34.8,19.8,0.0,94.7,정상
47270,ST-07,공주관측소,2025-03-15 18:00:00,6.9,75.1,1018.2,3.59,W,30.6,19.7,0.0,64.8,정상
47271,ST-02,유성관측소,2025-06-28 23:30:00,16.6,65.6,1013.6,4.65,S,117.9,69.3,0.0,94.3,정상
47272,ST-08,논산관측소,2025-12-03 06:00:00,0.5,74.4,1019.2,4.62,E,10.2,10.8,0.0,98.6,normal
47273,ST-01,대덕관측소,2025-09-23 00:30:00,13.2,80.3,992.9,0.26,남,30.2,24.6,0.0,55.5,정상
47274,ST-02,유성관측소,13-Oct-2025 19:00:00,12.6,68.2,1008.4,3.43,N,42.2,22.5,0.0,46.2,OK
47275,ST-11,당진관측소,2025/08/29 01:00,15.4,71.3,1017.8,3.86,E,23.5,15.4,0.0,66.7,정상
47276,ST-06,천안관측소,2025/08/17 05:30,21.1,63.1,1016.1,1.82,SW,56.8,30.8,0.0,72.4,OK
47277,ST-06,천안관측소,2025-06-16 12:30:00,28.6,67.6,1006.8,0.82,SE,92.0,40.9,0.0,23.7,OK
47278,ST-07,공주관측소,2025/11/17 10:00,7.1,81.1,1010.9,3.8,SW,6.3,3.0,0.0,29.5,OK
47279,ST-05,청주관측소,2025-08-17 20:30:00,20.6,77.3,1022.6,6.25,SW,112.5,53.8,0.8,71.0,NORMAL
47280,ST-12,아산관측소,14-Jun-2025 11:30:00,25.0,61.3,1013.1,1.31,NE,29.3,,0.0,25.9,정상
47281,ST-09,보령관측소,2025-01-25 12:00:00,3.3,84.3,1018.5,3.75,NE,48.6,25.0,0.0,88.9,OK
47282,ST-06,천안관측소,2025-06-10 09:00:00,21.8,66.2,1011.0,8.14,SE,32.0,17.6,0.0,26.6,정상
47283,ST-11,당진관측소,2025-08-26 00:30:00,14.6,62.2,1020.9,2.98,NE,16.9,6.1,0.6,70.1,OK
47284,ST-08,논산관측소,31-Jan-2025 03:30:00,-4.9,98.1,1011.6,1.74,NW,24.3,17.1,,85.5,정상
47285,ST-12,아산관측소,2025-02-23 11:00:00,6.2,73.4,1009.2,2.74,E,12.2,8.3,0.0,76.3,normal
47286,ST-02,유성관측소,2025-11-13 21:30:00,3.8,77.8,1011.3,2.38,W,19.5,8.4,0.0,31.7,점검
47287,ST-12,아산관측소,2025-06-24 22:00:00,20.3,67.9,1016.1,2.93,N,66.9,36.9,0.0,97.7,정상
47288,ST-07,공주관측소,2025/06/18 20:00,22.5,78.9,1023.2,5.77,남동,43.5,14.0,0.0,98.4,정상
47289,ST-10,서산관측소,2025-09-28 17:00:00,22.0,43.3,1008.6,2.18,W,67.2,42.1,0.0,53.2,OK
47290,ST-05,청주관측소,2025/09/21 01:00,12.0,53.4,1013.6,1.81,S,19.0,13.4,0.0,57.1,정상
47291,ST-11,당진관측소,2025/10/22 21:00,5.6,80.3,1013.2,2.46,SE,39.1,22.3,0.0,41.0,점검
47292,ST-10,서산관측소,2025-02-09 10:00:00,2.6,68.7,1017.1,7.11,S,14.1,6.6,0.0,82.7,정상
47293,ST-09,보령관측소,2025-09-03 00:00:00,17.6,58.4,1005.4,1.62,SE,13.8,6.4,0.0,64.5,OK
47294,ST-11,당진관측소,2025-03-03 11:00:00,4.7,80.9,1008.1,4.25,N,22.6,14.3,0.0,70.5,OK
47295,ST-10,서산관측소,2025-05-09 18:30:00,18.5,58.3,1028.6,6.52,S,54.8,35.6,0.0,41.6,MAINT
47296,ST-05,청주관측소,2025-10-15 12:00:00,12.4,63.3,1014.7,1.61,W,16.7,7.6,0.0,43.5,OK
47297,ST-09,보령관측소,2025-04-18 19:30:00,14.9,71.2,1009.1,2.26,S,59.0,44.2,0.0,51.2,ERROR
47298,ST-07,공주관측소,2025-07-30 12:00:00,26.8,41.0,1018.6,1.21,S,29.7,15.3,0.0,79.7,점검중
47299,ST-05,청주관측소,2025-09-28 17:30:00,21.4,45.7,1009.4,1.92,SE,38.2,19.0,,52.6,OK
47300,ST-11,당진관측소,2025-01-11 20:30:00,-1.8,98.9,1009.3,3.35,NW,29.2,13.7,10.9,95.0,ERROR
47301,ST-08,논산관측소,2025/04/11 23:30,8.1,84.6,1010.6,5.3,E,12.7,2.4,0.0,54.7,정상
47302,ST-06,천안관측소,2025-10-24 05:00:00,5.6,75.7,1015.6,2.51,SE,8.0,6.9,1.2,40.8,정상
47303,ST-02,유성관측소,2025/04/12 14:00,11.1,74.2,1015.6,1.65,E,67.0,26.7,0.0,53.9,정상
47304,ST-07,공주관측소,2025/09/11 14:00,25.1,53.2,1011.5,1.29,NW,18.3,10.8,0.0,60.0,정상
47305,ST-07,공주관측소,2025-11-11 20:30:00,9.3,76.4,1017.9,1.47,N,31.1,13.2,0.0,33.6,normal
47306,ST-03,신탄진관측소,2025-08-04 00:30:00,20.6,65.6,1014.9,1.57,S,17.1,6.7,0.0,77.7,점검중
47307,ST-07,공주관측소,2025-01-13 22:00:00,-1.6,79.6,1011.7,1.95,SE,16.2,11.2,0.0,94.0,정상
47308,ST-02,유성관측소,2025-01-16 08:00:00,1.1,84.5,1009.6,5.71,SW,21.8,13.2,0.0,93.8,점검중
47309,ST-11,당진관측소,2025-09-21 12:00:00,18.0,73.5,1020.0,1.6,SE,8.5,0.7,0.0,56.8,정상
47310,ST-09,보령관측소,2025-12-05 21:30:00,3.4,83.0,1015.1,4.14,E,20.3,14.4,6.2,98.0,MAINT
47311,ST-02,유성관측소,2025-08-29 01:00:00,15.4,134.5,1004.5,1.39,NW,27.0,13.1,0.0,66.9,정상
47312,ST-12,아산관측소,2025-06-13 15:30:00,27.3,,1015.6,3.27,S,23.8,11.8,0.0,25.9,점검
47313,ST-01,대덕관측소,2025-11-18 06:00:00,3.9,76.5,1020.6,4.86,SW,13.8,13.1,1.0,29.2,OK
47314,ST-11,당진관측소,2025-10-12 19:00:00,12.1,75.5,1022.5,3.04,S,40.5,31.5,0.0,46.4,OK
47315,ST-04,세종관측소,2025-05-03 20:30:00,-999.0,67.7,1002.5,1.82,NW,72.1,38.9,0.0,44.4,정상
47316,ST-09,보령관측소,2025-07-19 10:30:00,25.9,59.7,1016.8,1.32,SE,32.8,24.7,0.0,84.7,정상
47317,ST-12,아산관측소,2025-01-06 02:00:00,-6.0,91.7,1002.4,0.36,SE,16.2,,0.0,98.2,정상
47318,ST-01,대덕관측소,2025/01/06 18:30,4.8,94.1,1014.0,1.08,NW,17.8,8.2,0.0,97.9,정상
47319,ST-07,공주관측소,2025-11-23 13:00:00,8.5,,1012.7,1.61,북동,26.6,14.0,0.0,26.2,MAINT
47320,ST-11,당진관측소,2025-09-23 09:00:00,15.5,69.5,1007.7,6.73,NE,5.6,4.1,0.0,54.6,오류
47321,ST-01,대덕관측소,2025-03-01 04:00:00,0.8,82.1,1019.9,8.24,W,22.0,15.0,0.7,72.6,normal
47322,ST-04,세종관측소,2025-05-29 08:30:00,19.9,65.3,1004.2,2.14,S,47.4,30.6,0.0,32.1,점검중
47323,ST-05,청주관측소,2025/10/15 21:00,12.4,81.9,1014.2,2.03,S,20.2,12.0,0.0,41.6,normal
47324,ST-03,신탄진관측소,2025/03/04 12:00,7.6,89.4,1015.5,3.33,NE,59.8,29.7,0.0,71.0,normal
47325,ST-01,대덕관측소,2025-09-10 15:00:00,24.2,68.5,1009.5,2.49,W,20.7,11.0,0.6,61.2,정상
47326,ST-02,유성관측소,2025-02-04 22:30:00,-1.9,89.6,1012.4,0.55,W,27.7,20.1,0.0,84.4,정상
47327,ST-12,아산관측소,2025-03-09 12:30:00,8.6,69.7,1021.3,2.61,SW,9.8,4.7,0.0,68.4,오류
47328,ST-04,세종관측소,2025-11-23 12:00:00,9.2,59.9,1013.9,1.74,E,17.1,10.6,0.0,27.7,정상
47329,ST-11,당진관측소,2025/04/02 19:30,8.8,85.7,1006.4,3.52,SE,45.4,21.0,0.0,57.5,오류
47330,ST-01,대덕관측소,2025/09/29 10:00,,71.7,1009.2,4.79,SW,22.3,16.0,0.0,52.5,점검중
47331,ST-02,유성관측소,2025-09-16 21:00:00,18.2,69.2,1007.0,10.83,NE,20.0,9.7,0.0,58.2,OK
47332,ST-06,천안관측소,2025-10-15 15:00:00,18.1,57.7,1010.5,1.4,W,29.2,18.7,0.0,41.7,정상
47333,ST-11,당진관측소,2025-05-28 15:00:00,24.9,58.0,1011.2,4.1,SW,53.7,35.3,0.0,31.5,OK
47334,ST-05,청주관측소,2025-08-08 15:30:00,29.2,40.6,1006.5,2.63,SW,135.0,67.8,0.0,75.9,OK
47335,ST-07,공주관측소,2025-08-02 21:30:00,20.9,61.9,1014.2,3.65,SE,12.9,7.7,0.0,78.6,OK
47336,ST-11,당진관측소,2025-08-01 16:00:00,26.5,69.1,1016.7,5.86,E,60.7,28.0,0.0,80.0,정상
47337,ST-04,세종관측소,2025-06-06 18:30:00,26.9,60.1,1013.4,3.82,SE,33.4,9.9,0.0,28.6,정상
47338,ST-01,대덕관측소,2025/07/15 06:30,21.0,61.7,999.0,1.35,SE,19.3,13.4,0.0,87.4,normal
47339,ST-02,유성관측소,2025-04-28 19:30:00,14.1,64.3,1014.8,4.46,N,49.7,29.4,0.0,48.2,점검중
47340,ST-05,청주관측소,2025-05-12 17:00:00,22.0,,1030.3,5.22,E,126.6,78.6,0.0,40.1,정상
47341,ST-11,당진관측소,2025-11-24 13:30:00,7.9,70.7,1025.2,1.88,SE,18.8,11.3,0.0,27.1,OK
47342,ST-03,신탄진관측소,2025-10-04 15:00:00,21.5,59.7,1015.2,3.85,E,17.3,11.5,2.5,49.1,정상
47343,ST-11,당진관측소,2025-03-17 11:30:00,9.6,,1015.4,1.2,남서,19.0,10.8,0.0,65.3,ERROR
47344,ST-07,공주관측소,2025/04/25 23:00,6.7,72.2,1009.9,5.05,NE,,24.6,0.0,47.9,정상
47345,ST-03,신탄진관측소,2025-04-12 19:00:00,12.5,70.3,1014.6,0.63,SE,48.6,21.6,0.0,54.0,정상
47346,ST-11,당진관측소,2025-05-31 09:30:00,17.1,54.0,1014.0,2.21,W,34.6,20.3,0.0,33.3,정상
47347,ST-12,아산관측소,2025-08-11 06:00:00,19.3,60.8,1012.9,2.44,E,24.0,20.2,0.0,74.1,OK
47348,ST-11,당진관측소,2025-07-26 04:00:00,15.0,64.1,1008.7,3.74,SW,19.3,6.6,0.0,80.3,OK
47349,ST-05,청주관측소,2025/10/26 14:00,11.9,,1022.1,2.28,W,19.9,11.7,0.0,38.9,오류
47350,ST-03,신탄진관측소,2025-03-20 05:00:00,4.8,63.3,1019.1,3.78,N,26.7,14.7,0.0,63.6,NORMAL
47351,ST-10,서산관측소,2025/03/01 04:30,2.6,93.7,1018.7,1.12,SW,16.0,9.0,0.0,72.6,정상
47352,ST-06,천안관측소,22-Apr-2025 06:30:00,8.2,67.5,1012.9,1.36,NW,73.0,34.1,0.0,50.1,정상
47353,ST-02,유성관측소,2025-01-16 04:00:00,-4.2,87.5,1010.7,1.55,NW,11.9,10.5,0.0,93.0,정상
47354,ST-11,당진관측소,04-Aug-2025 00:30:00,18.0,83.4,1024.8,3.8,NE,56.1,23.7,0.0,77.6,정상
47355,ST-12,아산관측소,2025/10/06 21:00,13.6,87.5,1027.1,2.1,NW,24.4,8.8,0.0,48.6,정상
47356,ST-05,청주관측소,2025-07-01 11:00:00,24.9,54.3,1014.6,2.11,E,10.1,6.8,0.0,93.3,OK
47357,ST-08,논산관측소,2025-10-10 17:30:00,17.9,59.6,1005.3,1.22,W,119.1,72.0,0.0,47.1,정상
47358,ST-05,청주관측소,2025/07/30 07:30,20.4,,1026.1,5.91,NE,38.0,21.7,0.0,79.7,정상
47359,ST-03,신탄진관측소,13-Oct-2025 21:00:00,13.4,56.4,1008.1,2.13,N,,4.6,0.0,46.7,정상
47360,ST-11,당진관측소,2025-01-31 08:00:00,-3.6,78.6,1007.7,3.77,SE,29.5,12.8,0.0,87.6,OK
47361,ST-07,공주관측소,2025-02-22 19:30:00,1.1,71.8,1009.8,1.63,E,70.2,40.9,0.0,74.5,정상
47362,ST-12,아산관측소,2025-04-29 22:00:00,15.4,74.0,1014.0,1.43,N,30.9,18.5,0.0,45.0,정상
47363,ST-02,유성관측소,2025/12/13 20:30,,75.6,1023.1,1.39,E,16.6,9.0,4.6,94.3,ERROR
47364,ST-09,보령관측소,2025-08-11 15:30:00,,67.7,1015.2,0.6,NE,29.8,20.4,0.0,73.8,정상
47365,ST-03,신탄진관측소,2025-08-29 03:00:00,-999.0,59.5,1010.2,2.3,W,9.6,7.1,0.0,,정상
47366,ST-01,대덕관측소,2025/06/30 07:00,25.5,54.1,1001.3,1.37,NE,68.4,37.3,0.0,92.1,정상
47367,ST-08,논산관측소,2025/07/13 17:30,,69.0,1001.6,1.7,북동,12.6,6.9,0.0,87.6,정상
47368,ST-06,천안관측소,25-May-2025 20:00:00,21.3,55.1,1014.3,3.09,N,17.3,13.4,1.2,34.4,정상
47369,ST-10,서산관측소,2025/02/03 03:30,-6.1,96.0,1010.7,3.07,S,16.1,6.6,0.0,84.4,정상
47370,ST-02,유성관측소,2025/05/23 06:30,14.5,55.7,1012.5,3.14,W,91.5,39.9,0.0,34.4,정상
47371,ST-03,신탄진관측소,2025/10/26 23:00,7.9,79.1,1006.2,1.24,NW,29.1,10.9,0.0,41.1,정상
47372,ST-02,유성관측소,2025/05/22 17:00,20.3,63.9,1011.5,0.76,N,24.1,9.4,4.3,34.7,NORMAL
47373,ST-01,대덕관측소,2025-10-28 06:30:00,6.3,82.8,1009.7,-999.0,N,21.4,14.2,0.0,39.5,ERROR
47374,ST-12,아산관측소,2025-08-22 20:00:00,22.2,73.5,1008.2,0.41,E,8.4,2.4,0.0,70.0,정상
47375,ST-06,천안관측소,2025-02-26 22:00:00,1.5,77.2,1009.7,3.39,NE,14.4,5.3,0.8,72.9,normal
47376,ST-09,보령관측소,2025-03-29 20:30:00,11.3,52.4,1014.2,5.24,S,151.1,100.1,0.0,59.2,ERROR
47377,ST-06,천안관측소,2025-06-05 06:30:00,16.5,63.6,998.6,3.89,SE,47.0,28.5,0.0,29.2,정상
47378,ST-09,보령관측소,2025/05/13 18:30,24.3,48.0,1015.3,8.75,N,21.4,12.5,0.0,39.6,OK
47379,ST-03,신탄진관측소,2025/12/08 19:30,4.5,66.9,1005.2,8.29,NE,52.0,33.9,0.0,96.6,ERROR
47380,ST-07,공주관측소,2025-03-01 03:00:00,-2.9,88.9,1007.7,2.48,W,35.1,20.8,0.0,73.3,정상
47381,ST-11,당진관측소,2025-04-24 06:30:00,10.6,79.7,1010.6,4.47,SE,21.6,17.6,0.0,47.8,정상
47382,ST-04,세종관측소,18-May-2025 10:30:00,21.4,60.0,1011.9,1.75,N,183.5,87.9,0.0,37.5,오류
47383,ST-07,공주관측소,2025/09/21 21:30,13.2,72.4,1021.8,1.55,W,21.5,13.9,0.0,55.9,정상
47384,ST-11,당진관측소,14-Apr-2025 06:30:00,7.9,98.8,1010.0,4.4,SE,56.3,36.5,0.0,52.4,오류
47385,ST-10,서산관측소,2025-07-19 18:00:00,25.6,52.8,1007.0,1.83,SE,56.7,39.9,0.0,84.7,정상
47386,ST-02,유성관측소,27-Apr-2025 01:00:00,11.4,79.6,1006.4,2.2,N,37.1,26.2,0.0,46.3,정상
47387,ST-04,세종관측소,2025/11/26 05:00,-3.5,91.2,1020.7,0.24,W,22.8,12.9,0.0,23.9,OK
47388,ST-03,신탄진관측소,2025/09/07 17:30,22.9,41.7,1010.7,5.81,S,19.1,11.2,0.0,62.1,정상
47389,ST-05,청주관측소,2025-06-24 19:00:00,28.4,46.4,1007.6,1.94,NE,21.1,8.6,0.0,96.3,OK
